#OG_name	Cru.fasta	Ath.fasta	Aar.fasta	Chi.fasta	Tar.fasta
OG_1	Carub.0007s2402.1.p Carub.0007s2467.1.p	AT4G17390.1 AT4G16720.1	Aa31LG6G130 Aa31LG9G12170 Aa31LG2G12900	CARHR223250.1 CARHR224000.1	gene-TAV2_LOCUS9490 gene-TAV2_LOCUS23435
OG_13166	Carub.0004s1444.1.p	AT2G32990.1	Aa31LG5G4210	CARHR126940.1	gene-TAV2_LOCUS13274
OG_13167	Carub.0004s0241.1.p	AT2G23200.1		CARHR114260.1 CARHR114300.1	gene-TAV2_LOCUS14325 gene-TAV2_LOCUS13236 gene-TAV2_LOCUS13233
OG_13168	Carub.0004s2184.1.p			CARHR134060.1	
OG_13169	Carub.0004s2719.1.p	AT2G44640.1	Aa31LG1G26180	CARHR139850.1	gene-TAV2_LOCUS12322
OG_13170	Carub.0004s2422.1.p	AT2G41905.1		CARHR137000.1	
OG_13171	Carub.0004s1107.1.p	AT2G29990.1	Aa31LG5G6700	CARHR123230.1	gene-TAV2_LOCUS15021
OG_13172	Carub.0004s2381.1.p	AT2G41510.2	Aa31LG1G23550	CARHR136630.1	gene-TAV2_LOCUS14020
OG_13173	Carub.0004s2006.1.p	AT2G38090.1	Aa31LG5G23510	CARHR132670.1	gene-TAV2_LOCUS14098
OG_13174	Carub.0004s1391.1.p	AT2G32580.1	Aa31LG5G4750	CARHR126430.1	gene-TAV2_LOCUS13583
OG_13175	Carub.0004s1133.1.p	AT2G30170.1	Aa31LG5G6510	CARHR123490.1	gene-TAV2_LOCUS13783
OG_13176	Carub.0004s1266.1.p	AT2G31345.1	Aa31LG5G5610	CARHR124970.1	
OG_13177	Carub.0004s3012.1.p	AT2G47400.1	Aa31LG1G28700	CARHR142790.1	
OG_13178	Carub.0004s0487.1.p	AT2G25250.1	Aa31sc859G10	CARHR116380.1	gene-TAV2_LOCUS13533
OG_13179	Carub.0004s1480.1.p	AT4G29830.1	Aa31LG2G20710	CARHR237730.1	gene-TAV2_LOCUS24635
OG_13180	Carub.0006s3136.1.p Carub.0006s2840.1.p Carub.0004s1288.1.p			CARHR131260.1	gene-TAV2_LOCUS18142 gene-TAV2_LOCUS16704 gene-TAV2_LOCUS17934 gene-TAV2_LOCUS16695 gene-TAV2_LOCUS16972 gene-TAV2_LOCUS15584
OG_13181	Carub.0004s1826.1.p	AT2G36450.1	Aa31LG5G21630	CARHR130750.1	
OG_13182	Carub.0004s1796.1.p	AT2G36200.2	Aa31LG5G21320	CARHR130440.1	gene-TAV2_LOCUS14616 gene-TAV2_LOCUS14921 gene-TAV2_LOCUS14918
OG_13183	Carub.0004s1562.1.p	AT2G33980.3		CARHR128050.1	gene-TAV2_LOCUS14562
OG_13184	Carub.0004s0502.1.p	AT2G25344.1			
OG_13185	Carub.0004s0248.1.p	AT2G23270.1	Aa31LG7G13710	CARHR292860.1	gene-TAV2_LOCUS14274
OG_13186	Carub.0004s2556.1.p	AT2G43080.1	Aa31LG1G24850		gene-TAV2_LOCUS13087
OG_13187	Carub.0004s2653.1.p	AT2G43970.1	Aa31LG1G25660	CARHR139140.1	gene-TAV2_LOCUS14728
OG_13188	Carub.0004s0061.1.p	AT2G21580.1	Aa31LG7G14900		
OG_13189	Carub.0004s1373.1.p	AT2G32380.1		CARHR126200.1	gene-TAV2_LOCUS12542
OG_13190	Carub.0004s0194.1.p	AT2G22800.1		CARHR114100.1	gene-TAV2_LOCUS14610
OG_13191	Carub.0004s1449.1.p	AT2G33010.1			
OG_13192	Carub.0004s1411.1.p	AT2G32750.2	Aa31LG5G4400	CARHR126640.1	gene-TAV2_LOCUS12959
OG_13193	Carub.0004s1980.1.p	AT2G37890.1		CARHR132440.1	gene-TAV2_LOCUS13194
OG_13194	Carub.0004s1939.1.p	AT2G37460.1	Aa31LG5G22880	CARHR132140.1	gene-TAV2_LOCUS12568
OG_13195	Carub.0004s0368.1.p	AT2G24350.1	Aa31LG7G12400	CARHR117720.1	gene-TAV2_LOCUS12514
OG_13196	Carub.0004s1734.1.p Carub.0001s3952.1.p Carub.0002s1370.1.p	AT2G35630.1	Aa31LG9G15920	CARHR129850.1	gene-TAV2_LOCUS13494
OG_13197	Carub.0004s0362.1.p	AT2G24290.1			
OG_13198	Carub.0004s1468.1.p	AT2G33220.2		CARHR127230.1 CARHR003980.1	gene-TAV2_LOCUS12408
OG_13199	Carub.0004s1635.1.p	AT2G34660.1	Aa31LG10G6680	CARHR128780.1	
OG_13200	Carub.0004s0322.1.p	AT2G24050.1	Aa31LG7G12780	CARHR118300.1	gene-TAV2_LOCUS13212
OG_13201	Carub.0004s1776.1.p	AT2G36010.2	Aa31LG5G21150	CARHR130270.1	gene-TAV2_LOCUS12423
OG_13202	Carub.0004s0944.1.p	AT2G28490.1	Aa31LG5G7720	CARHR121490.1	gene-TAV2_LOCUS13334
OG_13203		AT2G44790.1		CARHR140000.1	
OG_13204	Carub.0004s0135.1.p	AT2G22190.1	Aa31LG7G14540	CARHR113360.1	gene-TAV2_LOCUS14519
OG_13205	Carub.0004s0076.1.p			CARHR112730.1 CARHR112740.1	gene-TAV2_LOCUS12604
OG_13206	Carub.0004s2764.1.p	AT2G45050.1	Aa31LG1G26630	CARHR140300.1	gene-TAV2_LOCUS14904
OG_13207	Carub.0004s1920.1.p	AT2G37290.2	Aa31LG5G22610	CARHR132300.1	
OG_13208	Carub.0004s2115.1.p	AT2G39100.1	Aa31LG5G20500	CARHR133870.1	gene-TAV2_LOCUS12447
OG_13209	Carub.0004s1678.1.p	AT2G35100.1	Aa31LG9G16130	CARHR129250.1	
OG_13210	Carub.0004s2593.1.p	AT2G43470.1		CARHR138560.1	gene-TAV2_LOCUS23019 gene-TAV2_LOCUS13518
OG_13211	Carub.0004s1476.1.p	AT4G29870.1	Aa31LG2G20680	CARHR237780.1	
OG_13212	Carub.0004s0410.1.p				gene-TAV2_LOCUS2199
OG_13213	Carub.0004s1822.1.p	AT2G36410.1	Aa31LG5G21600	CARHR130710.1	gene-TAV2_LOCUS14578
OG_13214	Carub.0004s1312.1.p	AT2G31820.1	Aa31LG5G5200	CARHR125510.1	gene-TAV2_LOCUS13688
OG_13215	Carub.0004s1801.1.p	AT2G36250.3	Aa31LG5G21380	CARHR130520.1	gene-TAV2_LOCUS14618
OG_13216	Carub.0004s3054.1.p	AT2G47820.1	Aa31LG1G29170	CARHR143210.1 CARHR143230.1	gene-TAV2_LOCUS13769
OG_13217	Carub.0004s2594.1.p	AT2G43480.1	Aa31LG1G25220	CARHR138570.1	gene-TAV2_LOCUS13522
OG_13218	Carub.0004s1163.1.p	AT2G30470.1	Aa31LG5G6290	CARHR123910.1	gene-TAV2_LOCUS13851
OG_13219	Carub.0004s0290.1.p	AT2G23690.1	Aa31LG7G13170	CARHR114640.1	
OG_13220	Carub.0004s2054.1.p	AT2G38550.1	Aa31LG5G23380	CARHR133230.1	gene-TAV2_LOCUS14138
OG_13221	Carub.0004s2775.1.p	AT2G45140.1	Aa31LG1G26700		gene-TAV2_LOCUS13144
OG_13222	Carub.0004s2769.1.p	AT1G65680.1		CARHR140340.1	
OG_13223	Carub.0004s1957.1.p	AT2G37640.1	Aa31LG5G23140	CARHR131940.1	gene-TAV2_LOCUS12669
OG_13224	Carub.0004s1688.1.p	AT2G35190.1	Aa31LG9G15180	CARHR129350.1	gene-TAV2_LOCUS12660
OG_13225	Carub.0004s2391.1.p	AT2G41660.1	Aa31LG1G23680	CARHR136740.1	
OG_13226	Carub.0004s2083.1.p	AT2G38810.3		CARHR133520.1	
OG_13227	Carub.0004s1500.1.p	AT2G33380.1	Aa31LG5G3930	CARHR127380.1	gene-TAV2_LOCUS12356
OG_13228	Carub.0004s2941.1.p	AT2G46700.1	Aa31LG1G28090	CARHR142050.1	gene-TAV2_LOCUS12266
OG_13229	Carub.0004s2923.1.p	AT2G46520.1	Aa31LG1G27870	CARHR124510.1 CARHR141850.1	gene-TAV2_LOCUS8777
OG_13230	Carub.0004s1696.1.p	AT2G35260.1	Aa31LG9G15290	CARHR129420.1	gene-TAV2_LOCUS12662
OG_13231	Carub.0004s2693.1.p	AT2G44350.2	Aa31LG1G25930	CARHR139510.1	gene-TAV2_LOCUS14416
OG_13232	Carub.0004s0093.1.p	AT2G21910.1		CARHR112940.1	gene-TAV2_LOCUS14761
OG_13233	Carub.0004s1717.1.p	AT2G35480.1	Aa31LG9G15470	CARHR129630.1	gene-TAV2_LOCUS14506
OG_13234	Carub.0004s1912.1.p	AT2G37220.1	Aa31LG5G22550	CARHR132370.1	gene-TAV2_LOCUS14448
OG_13235	Carub.0004s1270.1.p	AT2G31380.1		CARHR125010.1	gene-TAV2_LOCUS13971
OG_13236	Carub.0004s0818.1.p	AT2G27510.1	Aa31LG5G8360	CARHR120170.1	gene-TAV2_LOCUS14986
OG_13237	Carub.0008s1534.1.p Carub.0004s0655.1.p	AT5G09680.3	Aa31LG3G17390 Aa31sc1834G10	CARHR203710.1	gene-TAV2_LOCUS19953
OG_13238	Carub.0004s2181.1.p	AT2G39750.1	Aa31LG5G19890	CARHR134600.1	gene-TAV2_LOCUS12807
OG_13239	Carub.0004s2518.1.p	AT2G42750.1	Aa31LG1G24500	CARHR137830.1	gene-TAV2_LOCUS13576
OG_13240	Carub.0004s2386.1.p	AT2G41600.7	Aa31LG1G23620	CARHR136700.1	gene-TAV2_LOCUS12261
OG_13241	Carub.0004s1911.1.p	AT2G37210.2		CARHR132380.1	gene-TAV2_LOCUS14865
OG_13242	Carub.0004s2952.1.p	AT2G46810.1	Aa31LG1G28180	CARHR142150.1	gene-TAV2_LOCUS12675
OG_13243	Carub.0004s0007.1.p	AT2G21045.1	Aa31LG7G15620	CARHR111880.1	gene-TAV2_LOCUS12909
OG_13244	Carub.0004s0885.1.p	AT2G28085.1	Aa31LG5G8060	CARHR120820.1	gene-TAV2_LOCUS12719
OG_13245	Carub.0004s1744.1.p	AT2G35710.1	Aa31LG9G12190	CARHR129950.1	gene-TAV2_LOCUS13791
OG_13246	Carub.0004s0055.1.p	AT2G21510.2	Aa31LG7G15020	CARHR112430.1	gene-TAV2_LOCUS13310
OG_13247	Carub.0004s2317.1.p	AT2G40850.1	Aa31LG3G1250	CARHR135970.1	
OG_13248	Carub.0004s1919.1.p	AT2G37280.3	Aa31LG5G22600	CARHR132310.1	gene-TAV2_LOCUS14453
OG_13249	Carub.0004s2517.1.p	AT4G18720.1 AT2G42725.1 AT5G42325.1			
OG_13250	Carub.0004s3031.1.p	AT2G47580.1	Aa31LG1G28910	CARHR142980.1	gene-TAV2_LOCUS13135
OG_13251	Carub.0004s0618.1.p	AT2G26290.1	Aa31LG5G9510	CARHR115130.1	gene-TAV2_LOCUS14733
OG_13252	Carub.0004s1063.1.p	AT2G29570.1	Aa31LG5G6890	CARHR122910.1	gene-TAV2_LOCUS13702
OG_13253	Carub.0004s1378.1.p	AT2G32430.1	Aa31LG5G4850	CARHR126250.1	gene-TAV2_LOCUS12546
OG_13254	Carub.0004s2048.1.p	AT2G38490.1	Aa31LG5G23810	CARHR133190.1	
OG_13255	Carub.0004s2176.1.p	AT2G39710.1	Aa31LG5G19950	CARHR134550.1	
OG_13256	Carub.0004s0343.1.p	AT2G24170.1	Aa31LG7G12590		gene-TAV2_LOCUS12893
OG_13257	Carub.0004s0717.1.p	AT2G26760.1			gene-TAV2_LOCUS13160
OG_13258	Carub.0004s2318.1.p	AT2G40860.1	Aa31LG3G1240	CARHR135980.1	gene-TAV2_LOCUS12901
OG_13259	Carub.0004s0921.1.p	AT2G28315.1	Aa31LG5G7900	CARHR121240.1	gene-TAV2_LOCUS14678
OG_13260	Carub.0004s1965.1.p	AT2G37700.3	Aa31sc70G30 Aa31sc70G50	CARHR131820.1 CARHR131830.1 CARHR131840.1	gene-TAV2_LOCUS13000
OG_13261	Carub.0004s2356.1.p	AT2G41240.1		CARHR136330.1	gene-TAV2_LOCUS13638
OG_13262	Carub.0004s1707.1.p	AT2G35380.1	Aa31LG9G15400	CARHR129540.1	gene-TAV2_LOCUS13738
OG_13263	Carub.0004s0961.1.p	AT2G28630.2	Aa31LG5G7570	CARHR121740.1	gene-TAV2_LOCUS12485
OG_13264	Carub.0004s2036.1.p	AT2G38400.2	Aa31LG5G24130	CARHR133020.1	gene-TAV2_LOCUS13625
OG_13265	Carub.0004s2198.1.p	AT2G39855.1		CARHR134770.1	gene-TAV2_LOCUS12697
OG_13266	Carub.0004s0519.1.p	AT2G25490.1	Aa31LG1G15450	CARHR115980.1	gene-TAV2_LOCUS13204
OG_13267	Carub.0002s2711.1.p	AT1G80630.1	Aa31LG4G910	CARHR073890.1	
OG_13268	Carub.0004s2746.1.p	AT2G44880.2	Aa31LG1G26420	CARHR140130.1	gene-TAV2_LOCUS5132 gene-TAV2_LOCUS5130
OG_13269	Carub.0004s0781.1.p	AT2G27220.2		CARHR119720.1	gene-TAV2_LOCUS14704
OG_13270	Carub.0004s2263.1.p	AT2G40390.1	Aa31LG5G19190	CARHR135470.1	gene-TAV2_LOCUS13877
OG_13271	Carub.0004s1827.1.p	AT2G36460.1	Aa31LG5G21640 Aa31LG5G21650	CARHR130760.1	gene-TAV2_LOCUS14582
OG_13272	Carub.0004s1044.1.p	AT2G29380.1	Aa31LG5G7050	CARHR122650.1	gene-TAV2_LOCUS13439
OG_13273	Carub.0004s1550.1.p	AT2G33830.2	Aa31sc652G20 Aa31sc652G110	CARHR127940.1	
OG_13274	Carub.0004s1839.1.p	AT2G36570.1	Aa31LG5G21770	CARHR130860.1	gene-TAV2_LOCUS12826
OG_13275	Carub.0004s2009.1.p	AT2G38120.1	Aa31sc236G10	CARHR132700.1 CARHR132710.1	gene-TAV2_LOCUS14425
OG_13276	Carub.0004s2333.1.p	AT2G41000.2	Aa31LG3G1020	CARHR136120.1	gene-TAV2_LOCUS12592
OG_13277	Carub.0006s0568.1.p	AT5G06790.1	Aa31sc24G60	CARHR206390.1	gene-TAV2_LOCUS4471
OG_13278	Carub.0008s0748.1.p	AT5G47920.1	Aa31LG3G14220	CARHR291780.1	
OG_13279	Carub.0004s2097.1.p	AT2G38940.1		CARHR133660.1	
OG_13280	Carub.0004s2305.1.p	AT2G40760.1	Aa31LG3G1390	CARHR135850.1	gene-TAV2_LOCUS12621
OG_13281	Carub.0004s1396.1.p	AT2G32630.1	Aa31LG5G4720	CARHR126490.1	
OG_13282	Carub.0004s1765.1.p	AT2G35900.1	Aa31LG5G21040	CARHR130150.1	gene-TAV2_LOCUS13165
OG_13283	Carub.0004s2545.1.p	AT2G42980.1		CARHR138040.1	
OG_13284	Carub.0004s1658.1.p	AT2G34900.1	Aa31LG10G6440	CARHR129050.1	gene-TAV2_LOCUS14342
OG_13285	Carub.0004s1211.1.p	AT2G31300.2 AT2G30910.1	Aa31LG5G6010	CARHR124910.1 CARHR124390.1 CARHR285180.1 CARHR059870.1	gene-TAV2_LOCUS14982
OG_13286	Carub.0004s2141.1.p	AT2G39360.1	Aa31LG5G20310	CARHR134150.1	gene-TAV2_LOCUS5545
OG_13287	Carub.0008s1517.1.p	AT5G54870.1	Aa31LG3G10800	CARHR268210.1	gene-TAV2_LOCUS22026
OG_13288	Carub.0004s0805.1.p	AT2G27430.1	Aa31LG5G8770	CARHR120020.1	gene-TAV2_LOCUS12455
OG_13289	Carub.0004s1602.1.p	AT2G34357.1	Aa31LG9G14080	CARHR128440.1	gene-TAV2_LOCUS13997
OG_13290	Carub.0004s2915.1.p	AT2G46470.1	Aa31LG1G27790	CARHR141770.1	gene-TAV2_LOCUS13023
OG_13291	Carub.0004s2507.1.p	AT2G42620.1	Aa31LG1G24420	CARHR137760.1	
OG_13292	Carub.0004s2897.1.p	AT2G46260.1		CARHR141530.1	gene-TAV2_LOCUS14033
OG_13293	Carub.0004s1559.1.p	AT2G33880.2	Aa31LG9G13800	CARHR128040.1	gene-TAV2_LOCUS12801
OG_13294	Carub.0004s0950.1.p	AT2G28520.1	Aa31LG5G7690	CARHR121530.1	gene-TAV2_LOCUS12278
OG_13295	Carub.0004s1546.1.p	AT2G33793.2		CARHR127900.1 CARHR090540.1	gene-TAV2_LOCUS13848
OG_13296	Carub.0004s0039.1.p	AT2G21350.1		CARHR112230.1	
OG_13297	Carub.0004s2831.1.p	AT2G45660.1	Aa31LG1G27130	CARHR140880.1	gene-TAV2_LOCUS13465
OG_13298	Carub.0004s1495.1.p	AT2G33330.1	Aa31LG5G3980	CARHR127330.1	gene-TAV2_LOCUS13437
OG_13299	Carub.0004s1077.1.p	AT2G29670.2	Aa31LG5G6810	CARHR123000.1	gene-TAV2_LOCUS12628
OG_13300	Carub.0004s1759.1.p	AT2G35810.1 AT2G35830.2 AT2G35820.2	Aa31LG7G14930 Aa31LG7G14960	CARHR130080.1 CARHR130090.1	gene-TAV2_LOCUS12742
OG_13301	Carub.0004s0051.1.p	AT2G21470.2	Aa31LG7G15060	CARHR112390.1	gene-TAV2_LOCUS13318
OG_13302	Carub.0004s0239.1.p	AT2G23170.1		CARHR114350.1	gene-TAV2_LOCUS12617
OG_13303	Carub.0004s0177.1.p	AT2G21110.1	Aa31LG7G15570		
OG_13304	Carub.0004s1845.1.p	AT2G36630.1	Aa31LG5G21830	CARHR130910.1	gene-TAV2_LOCUS12825
OG_13305	Carub.0003s3298.1.p	AT2G18700.1	Aa31LG8G15830	CARHR109290.1	gene-TAV2_LOCUS9660
OG_13306	Carub.0003s2048.1.p Carub.0003s2049.1.p	AT3G20520.1 AT3G20530.1	Aa31LG8G7330	CARHR096280.1 CARHR096290.1	gene-TAV2_LOCUS10489
OG_13307	Carub.0003s0693.1.p	AT3G07390.1	Aa31LG5G17950 Aa31LG5G17960	CARHR082030.1	
OG_13308	Carub.0003s0814.1.p	AT3G09010.1	Aa31LG3G1550	CARHR083350.1	gene-TAV2_LOCUS9704
OG_13309	Carub.0003s1322.1.p	AT3G13700.1	Aa31LG8G890	CARHR088440.1	gene-TAV2_LOCUS10528
OG_13310	Carub.0003s1323.1.p Carub.0003s1324.1.p	AT3G13720.1 AT3G13710.1	Aa31LG8G900	CARHR105710.1 CARHR088450.1	gene-TAV2_LOCUS10527 gene-TAV2_LOCUS10528
OG_13311	Carub.0003s0869.1.p	AT3G09590.1		CARHR084000.1	gene-TAV2_LOCUS10552
OG_13312	Carub.0003s0696.1.p	AT3G07420.1	Aa31LG5G17990	CARHR082060.1	gene-TAV2_LOCUS11404
OG_13313	Carub.0003s2266.1.p Carub.0003s2265.1.p	AT3G22500.1 AT3G22490.1	Aa31LG8G9030	CARHR098390.1	gene-TAV2_LOCUS9024
OG_13314	Carub.0003s2605.1.p	AT2G04400.1	Aa31sc202G30	CARHR102260.1	gene-TAV2_LOCUS9079
OG_13315	Carub.0003s0230.1.p	AT3G03150.1	Aa31LG5G13630	CARHR077170.1	gene-TAV2_LOCUS9950
OG_13316	Carub.0003s3155.1.p	AT2G17480.1	Aa31LG8G14770	CARHR107650.1	gene-TAV2_LOCUS11091
OG_13317	Carub.0003s1054.1.p	AT3G11230.2	Aa31LG3G4560	CARHR085790.1	gene-TAV2_LOCUS9863
OG_13318	Carub.0003s1038.1.p	AT3G11090.1	Aa31LG3G4260	CARHR085670.1	
OG_13319	Carub.0003s1211.1.p	AT3G12750.1		CARHR087270.1	gene-TAV2_LOCUS9929
OG_13320	Carub.0003s0908.1.p	AT3G09980.1	Aa31LG3G2480	CARHR084490.1	gene-TAV2_LOCUS8872
OG_13321	Carub.0003s1270.1.p	AT3G13320.1	Aa31LG8G540	CARHR087930.1	gene-TAV2_LOCUS10842
OG_13322	Carub.0003s0584.1.p	AT3G06400.3	Aa31LG5G16920	CARHR080930.1	gene-TAV2_LOCUS9791
OG_13323	Carub.0003s0746.1.p	AT3G07880.1	Aa31LG5G18430	CARHR082610.1 CARHR181550.1	gene-TAV2_LOCUS10578
OG_13324	Carub.0003s0745.1.p	AT3G07870.1	Aa31LG5G18430	CARHR082600.1	
OG_13325	Carub.0003s0305.1.p	AT3G03860.1	Aa31LG5G14440	CARHR077980.1	gene-TAV2_LOCUS8756
OG_13326	Carub.0003s2648.1.p	AT2G04880.1	Aa31sc107G80 Aa31sc345G10	CARHR102900.1	gene-TAV2_LOCUS11452
OG_13327	Carub.0003s2279.1.p	AT3G22640.1	Aa31LG8G9150	CARHR098510.1 CARHR098520.1	gene-TAV2_LOCUS9735
OG_13328	Carub.0003s1140.1.p	AT3G12060.1	Aa31sc172G30 Aa31sc282G30 Aa31LG3G6680 Aa31sc226G30	CARHR086630.1	gene-TAV2_LOCUS9678
OG_13329	Carub.0003s0397.1.p	AT3G04800.1		CARHR079050.1	
OG_13330	Carub.0003s2890.1.p	AT2G14890.1	Aa31LG8G12950 Aa31sc72G50		gene-TAV2_LOCUS10442
OG_13331	Carub.0003s0642.1.p	AT3G06890.1		CARHR081510.1	
OG_13332	Carub.0003s0061.1.p	AT3G01480.1	Aa31LG5G10580	CARHR075480.1	gene-TAV2_LOCUS9150
OG_13333	Carub.0003s3086.1.p	AT2G16990.2	Aa31LG8G14190	CARHR107280.1 CARHR107310.1	gene-TAV2_LOCUS11816
OG_13334	Carub.0003s3081.1.p Carub.0003s3084.1.p Carub.0003s3083.1.p Carub.0003s3085.1.p	AT2G16970.2 AT2G16980.4	Aa31LG8G14160 Aa31LG8G14140 Aa31LG8G14150		gene-TAV2_LOCUS11813 gene-TAV2_LOCUS11812
OG_13335	Carub.0003s2194.1.p	AT3G21870.1	Aa31LG8G8430	CARHR097830.1	gene-TAV2_LOCUS11689
OG_13336	Carub.0006s3567.1.p	AT3G20090.2 AT3G20960.2		CARHR095690.1 CARHR096820.1 CARHR096830.1 CARHR097220.1 CARHR095670.1 CARHR095680.1	gene-TAV2_LOCUS9108
OG_13337	Carub.0006s2573.1.p Carub.0003s0367.1.p	AT3G04510.1 AT5G28490.1	Aa31LG11G8720 Aa31LG5G14950	CARHR185130.1 CARHR078700.1	gene-TAV2_LOCUS7924
OG_13338	Carub.0003s3115.1.p	AT2G17210.1	Aa31LG8G14580	CARHR293510.1	gene-TAV2_LOCUS10663
OG_13339	Carub.0003s1039.1.p	AT3G11100.1		CARHR153390.1 CARHR085680.1	
OG_13340	Carub.0003s0801.1.p	AT3G08900.1	Aa31sc367G10	CARHR083230.1	gene-TAV2_LOCUS10080
OG_13341	Carub.0003s1734.1.p	AT3G17630.2	Aa31LG8G4500	CARHR092960.1	gene-TAV2_LOCUS8936
OG_13342	Carub.0003s1735.1.p	AT3G17640.1		CARHR092970.1	
OG_13343	Carub.0003s0997.1.p	AT3G10740.2	Aa31LG3G3670	CARHR085320.1	gene-TAV2_LOCUS9573
OG_13344	Carub.0003s2046.1.p	AT3G20500.1	Aa31LG8G7310	CARHR096260.1	gene-TAV2_LOCUS10485
OG_13345	Carub.0003s1983.1.p	AT3G19930.1	Aa31LG8G6710	CARHR095460.1	gene-TAV2_LOCUS11083
OG_13346	Carub.0003s0973.1.p Carub.0003s0972.1.p	AT3G10480.3 AT3G10490.2	Aa31LG3G3340	CARHR084990.1 CARHR085000.1	gene-TAV2_LOCUS10364 gene-TAV2_LOCUS10363
OG_13347	Carub.0003s0016.1.p	AT3G01920.2	Aa31LG5G11040	CARHR075020.1	gene-TAV2_LOCUS5754 gene-TAV2_LOCUS6936
OG_13348	Carub.0003s2892.1.p	AT2G14910.1	Aa31LG8G12970	CARHR105400.1	gene-TAV2_LOCUS10445
OG_13349	Carub.0003s1064.1.p	AT3G11325.2			
OG_13350	Carub.0003s1796.1.p	AT3G18210.1	Aa31LG8G5050	CARHR093540.1	gene-TAV2_LOCUS9634
OG_13351	Carub.0003s1189.1.p	AT3G12550.2	Aa31LG3G100	CARHR087050.1	gene-TAV2_LOCUS11061
OG_13352	Carub.0003s1347.1.p	AT3G13900.1 AT1G54280.3	Aa31LG10G850	CARHR088710.1 CARHR044640.1	gene-TAV2_LOCUS1798 gene-TAV2_LOCUS11310
OG_13353	Carub.0003s3040.1.p	AT2G16650.1 AT5G60430.3		CARHR106880.1	gene-TAV2_LOCUS11414
OG_13354	Carub.0003s3055.1.p	AT2G16750.2	Aa31LG8G14000	CARHR107010.1	gene-TAV2_LOCUS11300
OG_13355	Carub.0003s0127.1.p	AT3G02150.2	Aa31LG5G12680	CARHR076120.1	gene-TAV2_LOCUS10740
OG_13356	Carub.0003s1104.1.p	AT3G11700.1		CARHR086250.1	gene-TAV2_LOCUS11360
OG_13357	Carub.0003s1182.1.p	AT3G12490.2	Aa31sc1276G20	CARHR086990.1	gene-TAV2_LOCUS10769 gene-TAV2_LOCUS23813 gene-TAV2_LOCUS23969 gene-TAV2_LOCUS23814
OG_13358	Carub.0006s1065.1.p	AT5G12140.1	Aa31LG3G15080	CARHR200980.1	
OG_13359	Carub.0003s3309.1.p	AT2G18860.1	Aa31LG8G15950	CARHR109430.1	gene-TAV2_LOCUS8776
OG_13360	Carub.0003s1371.1.p	AT3G14100.1	Aa31LG8G1330	CARHR088960.1	gene-TAV2_LOCUS10911
OG_13361	Carub.0003s2420.1.p	AT3G23900.4	Aa31LG8G10470	CARHR099860.1	gene-TAV2_LOCUS9477
OG_13362	Carub.0003s3552.1.p Carub.0003s1300.1.p	AT2G20860.3	Aa31LG1G25690	CARHR111600.1	gene-TAV2_LOCUS10981
OG_13363	Carub.0003s0570.1.p	AT3G06270.1	Aa31LG5G16790	CARHR080790.1	gene-TAV2_LOCUS10455
OG_13364	Carub.0003s1263.1.p	AT3G13229.1	Aa31LG8G480	CARHR087870.1	
OG_13365	Carub.0003s0718.1.p Carub.0003s0719.1.p	AT3G07610.3	Aa31LG1G7680 Aa31LG5G18200	CARHR082310.1	gene-TAV2_LOCUS10636
OG_13366	Carub.0003s3039.1.p Carub.0003s1635.1.p	AT3G16620.1 AT2G16640.3	Aa31LG2G15650	CARHR091860.1 CARHR091050.1 CARHR106860.1	gene-TAV2_LOCUS9059 gene-TAV2_LOCUS11415
OG_13367	Carub.0003s2794.1.p		Aa31sc441G10	CARHR105140.1	gene-TAV2_LOCUS23458
OG_13368	Carub.0003s1780.1.p	AT3G18080.1	Aa31LG8G4930	CARHR093400.1	gene-TAV2_LOCUS10700
OG_13369	Carub.0003s1857.1.p	AT3G18773.1	Aa31LG8G5590	CARHR094170.1	gene-TAV2_LOCUS9888
OG_13370	Carub.0003s3318.1.p	AT2G18950.1	Aa31LG8G16040	CARHR109490.1	gene-TAV2_LOCUS10744
OG_13371	Carub.0003s0038.1.p	AT3G01680.1	Aa31LG5G10820	CARHR075240.1	gene-TAV2_LOCUS10173
OG_13372	Carub.0003s1315.1.p	AT3G13662.1		CARHR088350.1 CARHR088360.1	
OG_13373	Carub.0003s0965.1.p Carub.0003s0961.1.p	AT3G10420.2 AT3G10440.1	Aa31LG3G3030 Aa31LG3G3050	CARHR084910.1 CARHR084940.1	gene-TAV2_LOCUS10370
OG_13374	Carub.0003s2360.1.p	AT3G23350.2			gene-TAV2_LOCUS10241
OG_13375	Carub.0003s1515.1.p Carub.0002s2680.1.p	AT3G15420.1 AT1G80745.1	Aa31LG8G2660	CARHR090470.1	gene-TAV2_LOCUS2144
OG_13376	Carub.0003s0248.1.p	AT3G03310.1	Aa31LG5G13790	CARHR077350.1	gene-TAV2_LOCUS10333
OG_13377	Carub.0003s1075.1.p	AT3G11430.1		CARHR085980.1	gene-TAV2_LOCUS9066
OG_13378	Carub.0003s1183.1.p	AT3G12500.1	Aa31sc325G10	CARHR151150.1 CARHR087000.1	gene-TAV2_LOCUS11681
OG_13379	Carub.0003s1253.1.p	AT3G13180.1	Aa31LG8G390	CARHR087770.1	gene-TAV2_LOCUS10287
OG_13380	Carub.0003s3448.1.p	AT2G20180.2	Aa31LG8G17110	CARHR110680.1	gene-TAV2_LOCUS11364
