group_id	Aar.fa	Ath.fa	Chi.fa	Cru.fa	Tar.fa
13209	Aa31LG9G15000	AT4G09730.1	CARHR260710.1	Carub.0006s2820.1.p	gene-TAV2_LOCUS21122
13210	Aa31LG9G15010	AT4G09760.1	CARHR033540.1	Carub.0001s3217.1.p	gene-TAV2_LOCUS21114
13211	Aa31LG9G15040	AT4G09830.1	CARHR260830.1	Carub.0006s2830.1.p	gene-TAV2_LOCUS19619
13212	Aa31LG9G15060	AT2G35680.1	CARHR129920.1	Carub.0004s1741.1.p	gene-TAV2_LOCUS13793
13213	Aa31LG9G15090	AT5G02890.1	CARHR210430.1	Carub.0006s0170.1.p	gene-TAV2_LOCUS21018
13214	Aa31LG9G15100	AT2G35650.1	CARHR129890.1	Carub.0004s1737.1.p	gene-TAV2_LOCUS13799
13215	Aa31LG9G15130	AT5G41150.1	CARHR213220.1	Carub.0007s3432.1.p	gene-TAV2_LOCUS22499
13216	Aa31LG9G15200	AT1G32740.1	CARHR032120.1	Carub.0001s3107.1.p	gene-TAV2_LOCUS1936
13217	Aa31LG9G15220	AT2G35210.1	CARHR129370.1	Carub.0004s1690.1.p	gene-TAV2_LOCUS12659
13218	Aa31LG9G15260	AT1G32630.1	CARHR032060.1	Carub.0001s3101.1.p	gene-TAV2_LOCUS3632
13219	Aa31LG9G15290	AT2G35260.1	CARHR129420.1	Carub.0004s1696.1.p	gene-TAV2_LOCUS12662
13220	Aa31LG9G15310	AT2G35290.1	CARHR129440.1	Carub.0004s1698.1.p	gene-TAV2_LOCUS12664
13221	Aa31LG9G15320	AT2G35300.1	CARHR129450.1	Carub.0004s1699.1.p	gene-TAV2_LOCUS12658
13222	Aa31LG9G15330	AT2G35320.1	CARHR129460.1	Carub.0004s1701.1.p	gene-TAV2_LOCUS12657
13223	Aa31LG9G15360	AT2G35350.1	CARHR129510.1	Carub.0004s1704.1.p	gene-TAV2_LOCUS13735
13224	Aa31LG9G15370	AT2G35360.1	CARHR129520.1	Carub.0004s1705.1.p	gene-TAV2_LOCUS13732
13225	Aa31LG9G15400	AT2G35380.1	CARHR129540.1	Carub.0004s1707.1.p	gene-TAV2_LOCUS13738
13226	Aa31LG9G15410	AT2G35390.2	CARHR129550.1	Carub.0004s1708.1.p	gene-TAV2_LOCUS13730
13227	Aa31LG9G15420	AT2G35410.1	CARHR129560.1	Carub.0004s1709.1.p	gene-TAV2_LOCUS13731
13228	Aa31LG9G15430	AT2G35420.1	CARHR129580.1	Carub.0004s1710.1.p	gene-TAV2_LOCUS14502
13229	Aa31LG9G15450	AT4G25960.1	CARHR233470.1	Carub.0007s1499.1.p	gene-TAV2_LOCUS24572
13230	Aa31LG9G15460	AT2G35470.1	CARHR129620.1	Carub.0004s1716.1.p	gene-TAV2_LOCUS14505
13231	Aa31LG9G15470	AT2G35480.1	CARHR129630.1	Carub.0004s1717.1.p	gene-TAV2_LOCUS14506
13232	Aa31LG9G15480	AT2G35490.1	CARHR129640.1	Carub.0004s1718.1.p	gene-TAV2_LOCUS14507
13233	Aa31LG9G15490	AT2G35500.1	CARHR129650.1	Carub.0004s1719.1.p	gene-TAV2_LOCUS14508
13234	Aa31LG9G15510	AT2G35530.1	CARHR129700.1	Carub.0004s1722.1.p	gene-TAV2_LOCUS14501
13235	Aa31LG9G15520	AT2G35540.1	CARHR129710.1	Carub.0004s1723.1.p	gene-TAV2_LOCUS8346
13236	Aa31LG9G15560	AT5G48790.1	CARHR182950.1	Carub.0008s0852.1.p	gene-TAV2_LOCUS7693
13237	Aa31LG9G15570	AT1G32120.1	CARHR031460.1	*	gene-TAV2_LOCUS2083,gene-TAV2_LOCUS13492
13238	Aa31LG9G15600	AT2G35550.1	CARHR129720.1	Carub.0004s1724.1.p	gene-TAV2_LOCUS4145
13239	Aa31LG9G15610	AT2G35585.1	CARHR129770.1	Carub.0004s1726.1.p	gene-TAV2_LOCUS13490
13240	Aa31LG9G15620	AT4G11290.1	CARHR255290.1	Carub.0006s3017.1.p	gene-TAV2_LOCUS21730
13241	Aa31LG9G15630	AT2G35600.3	CARHR129780.1	Carub.0004s1728.1.p	gene-TAV2_LOCUS13489
13242	Aa31LG9G15640	AT1G31870.1	CARHR031210.1	Carub.0001s3020.1.p	gene-TAV2_LOCUS1693
13243	Aa31LG9G15680	AT5G05630.1	CARHR207650.1	Carub.0006s0453.1.p	gene-TAV2_LOCUS18963
13244	Aa31LG9G15690	AT3G45900.1	CARHR154260.1	Carub.0005s1175.1.p	gene-TAV2_LOCUS15897
13245	Aa31LG9G15700	AT3G45890.1	CARHR154220.1	Carub.0005s1174.1.p	gene-TAV2_LOCUS15896
13246	Aa31LG9G15710	AT3G45880.1	CARHR154210.1	Carub.0005s1173.1.p	gene-TAV2_LOCUS16499
13247	Aa31LG9G15720	AT3G45870.1	CARHR154200.1	Carub.0005s1172.1.p	gene-TAV2_LOCUS16498
13248	Aa31LG9G15740	AT2G35605.1	CARHR129790.1	Carub.0004s1729.1.p	gene-TAV2_LOCUS13487
13249	Aa31LG9G15750	AT2G35610.1	CARHR129800.1	Carub.0004s1730.1.p	gene-TAV2_LOCUS13488
13250	Aa31LG9G15770	AT1G31730.1	CARHR031030.1	Carub.0001s3003.1.p	gene-TAV2_LOCUS216
13251	Aa31LG9G15850	AT3G01630.2	CARHR075290.1	Carub.0003s0043.1.p	gene-TAV2_LOCUS10172
13252	Aa31LG9G15860	AT1G61590.1	CARHR050790.1	Carub.0002s0360.1.p	gene-TAV2_LOCUS5694
13253	Aa31LG9G15920	AT2G35630.1	CARHR129850.1	Carub.0004s1734.1.p	gene-TAV2_LOCUS13494
13254	Aa31LG9G15960	AT1G31330.1	CARHR030790.1	Carub.0001s2977.1.p	gene-TAV2_LOCUS2873
13255	Aa31LG9G16020	AT1G31220.1	CARHR030700.1	Carub.0001s2962.1.p	gene-TAV2_LOCUS332
13256	Aa31LG9G16030	AT1G10180.1	CARHR010280.1	Carub.0001s0959.1.p	gene-TAV2_LOCUS782
13257	Aa31LG9G16040	AT1G10170.4	CARHR010270.1	Carub.0001s0958.1.p	gene-TAV2_LOCUS3422
13258	Aa31LG9G16050	AT1G10155.1	CARHR010260.1	Carub.0001s0957.1.p	gene-TAV2_LOCUS3423
13259	Aa31LG9G16060	AT2G35155.2	CARHR129300.1	Carub.0004s1684.1.p	gene-TAV2_LOCUS12883
13260	Aa31LG9G16100	AT2G35120.1	CARHR129280.1	Carub.0004s1680.1.p	gene-TAV2_LOCUS12881
13261	Aa31LG9G16110	AT5G18820.1	CARHR194180.1	Carub.0006s1714.1.p	gene-TAV2_LOCUS21756
13262	Aa31LG9G16120	AT2G35110.1	CARHR129260.1	Carub.0004s1679.1.p	gene-TAV2_LOCUS12880
13263	Aa31LG9G16150	AT4G15970.1	CARHR290610.1	Carub.0007s2566.1.p	gene-TAV2_LOCUS22784
13264	Aa31LG9G16160	AT2G35050.1	CARHR129220.1	Carub.0004s1675.1.p	gene-TAV2_LOCUS12878
13265	Aa31LG9G16170	AT2G35040.1	CARHR129210.1	Carub.0004s1674.1.p	gene-TAV2_LOCUS13066
13266	Aa31LG9G16200	AT1G31050.6	CARHR030570.1	Carub.0001s2945.1.p	gene-TAV2_LOCUS1188
13267	Aa31LG9G16210	AT2G35000.1	CARHR129160.1	Carub.0004s1669.1.p	gene-TAV2_LOCUS14649
13268	Aa31LG9G16230	AT1G30960.1	CARHR030500.1	Carub.0001s2937.1.p	gene-TAV2_LOCUS708
13269	Aa31LG9G16240	AT1G30950.1	CARHR030490.1	Carub.0001s2936.1.p	gene-TAV2_LOCUS709
13270	Aa31LG9G16250	AT3G47630.3	CARHR156310.1	Carub.0005s1376.1.p	gene-TAV2_LOCUS18255
13271	Aa31LG9G16260	AT2G34960.1	CARHR129120.1	Carub.0004s1665.1.p	gene-TAV2_LOCUS4310
13272	Aa31LG9G16300	AT5G45680.1	CARHR176290.1	Carub.0008s0233.1.p	gene-TAV2_LOCUS4974
13273	Aa31LG9G16330	AT5G39840.1	CARHR262390.1	Carub.0007s3589.1.p	gene-TAV2_LOCUS23716
13274	Aa31LG9G16340	AT5G39830.1	CARHR262400.1	Carub.0007s3590.1.p	gene-TAV2_LOCUS23709
13275	Aa31LG9G16350	AT5G39820.1	CARHR262420.1	Carub.0007s3591.1.p	gene-TAV2_LOCUS25385
13276	Aa31LG9G16360	AT5G39790.3	CARHR262440.1	Carub.0007s3596.1.p	gene-TAV2_LOCUS25984
13277	Aa31LG9G16370	AT5G39785.4	CARHR262450.1	Carub.0007s3597.1.p	gene-TAV2_LOCUS25983
13278	Aa31LG9G16400	AT5G39710.1	CARHR262550.1	Carub.0007s3622.1.p	gene-TAV2_LOCUS22974
13279	Aa31LG9G16430	AT5G39680.1	CARHR262610.1	Carub.0007s3610.1.p,Carub.0007s3627.1.p	*
13280	Aa31LG9G16450	AT5G39660.1	CARHR262630.1	Carub.0007s3629.1.p	gene-TAV2_LOCUS23662
13281	Aa31LG9G16480	AT5G39600.1	CARHR262690.1	Carub.0007s3634.1.p	gene-TAV2_LOCUS25830
13282	Aa31LG9G16490	AT5G39590.1	CARHR262700.1	Carub.0007s3635.1.p	gene-TAV2_LOCUS23046
13283	Aa31LG9G16520	AT5G39510.1	CARHR262820.1	Carub.0007s3644.1.p	gene-TAV2_LOCUS23188
13284	Aa31LG9G16530	AT5G39500.1	CARHR262830.1	Carub.0007s3647.1.p	gene-TAV2_LOCUS25646
13285	Aa31LG9G16570	AT5G39420.1	CARHR262930.1	Carub.0007s3651.1.p	gene-TAV2_LOCUS24068
13286	Aa31LG9G16590	AT5G39400.1	CARHR262960.1	Carub.0007s3654.1.p	gene-TAV2_LOCUS24070
13287	Aa31LG9G16610	AT5G39380.2	CARHR263020.1	Carub.0007s3655.1.p	gene-TAV2_LOCUS25658
13288	Aa31LG9G16620	AT1G07650.2	CARHR007440.1	Carub.0001s0698.1.p	gene-TAV2_LOCUS6
13289	Aa31LG9G16630	AT5G39360.1	CARHR263030.1	Carub.0007s3656.1.p	gene-TAV2_LOCUS25659
13290	Aa31LG9G16670	AT5G39340.2	CARHR263060.1	Carub.0007s3659.1.p	gene-TAV2_LOCUS23566
13291	Aa31LG9G16680	AT5G39250.1	CARHR263160.1	Carub.0007s3667.1.p	gene-TAV2_LOCUS24407
13292	Aa31LG9G16700	AT5G39220.1	CARHR263190.1	Carub.0007s3670.1.p	gene-TAV2_LOCUS23946
13293	Aa31LG9G16710	AT5G39210.1	CARHR263200.1	Carub.0007s3671.1.p	gene-TAV2_LOCUS23947
13294	Aa31LG9G16750	AT5G39040.1	CARHR263390.1	Carub.0007s3682.1.p	gene-TAV2_LOCUS24298
13295	Aa31LG9G16760	AT5G53000.1	CARHR265990.1	Carub.0008s1320.1.p	gene-TAV2_LOCUS21166
13296	Aa31LG9G16810	AT5G38900.2	CARHR263630.1	Carub.0007s3694.1.p	gene-TAV2_LOCUS23242
13297	Aa31LG9G16820	AT5G38895.3	CARHR263640.1	Carub.0007s3695.1.p	gene-TAV2_LOCUS23243
13298	Aa31LG9G16850	AT5G38840.1	CARHR263780.1	Carub.0007s3703.1.p	gene-TAV2_LOCUS22629
13299	Aa31LG9G16860	AT5G38830.1	CARHR263790.1	Carub.0007s3704.1.p	gene-TAV2_LOCUS22630
13300	Aa31LG9G16930	AT5G38720.2	CARHR291790.1	Carub.0007s3714.1.p	gene-TAV2_LOCUS25472
13301	Aa31LG9G16940	AT5G38710.1	CARHR288760.1	Carub.0007s3715.1.p	gene-TAV2_LOCUS25471
13302	Aa31LG9G16960	AT5G38660.2	CARHR214100.1	Carub.0007s3720.1.p	gene-TAV2_LOCUS25440
13303	Aa31LG9G16970	AT5G38640.1	CARHR214080.1	Carub.0007s3722.1.p	gene-TAV2_LOCUS24515
13304	Aa31LG9G16980	AT5G38630.1	CARHR214070.1	Carub.0007s3723.1.p	gene-TAV2_LOCUS25835
13305	Aa31LG9G16990	AT5G38600.1	CARHR214050.1	Carub.0007s3725.1.p	gene-TAV2_LOCUS24486
13306	Aa31LG9G17000	AT5G38610.1	CARHR214060.1	Carub.0007s3724.1.p	gene-TAV2_LOCUS24493
13307	Aa31LG9G17010	AT5G38560.1	CARHR213940.1	Carub.0007s3734.1.p	gene-TAV2_LOCUS25891
13308	Aa31LG9G17020	AT5G38530.1	CARHR213930.1	Carub.0007s3738.1.p	gene-TAV2_LOCUS25892
13309	Aa31LG9G17030	AT5G38520.2	CARHR213920.1	Carub.0007s3739.1.p	gene-TAV2_LOCUS24107
13310	Aa31LG9G17040	AT5G38510.1	CARHR213910.1	Carub.0007s3740.1.p	gene-TAV2_LOCUS25115
13311	Aa31LG9G17050	AT5G38480.1	CARHR213900.1	Carub.0007s3742.1.p	gene-TAV2_LOCUS23218
13312	Aa31LG9G17060	AT5G38470.1	CARHR291840.1	Carub.0007s3743.1.p	gene-TAV2_LOCUS24106
13313	Aa31LG9G17070	AT5G38460.1	CARHR291850.1	Carub.0007s3744.1.p	gene-TAV2_LOCUS24098
13314	Aa31LG9G17080	AT5G38450.1	CARHR291860.1	Carub.0007s3745.1.p	gene-TAV2_LOCUS23513
13315	Aa31LG9G17110	AT5G38380.1	CARHR214220.1	Carub.0007s3769.1.p	gene-TAV2_LOCUS23954
13316	Aa31LG9G17120	AT5G38360.1	CARHR214230.1	Carub.0007s3770.1.p	gene-TAV2_LOCUS23952
13317	Aa31LG9G17140	AT5G38300.1	CARHR214290.1	Carub.0005s1274.1.p	gene-TAV2_LOCUS22742
13318	Aa31LG9G17170	AT5G38220.1	CARHR214440.1	Carub.0005s1260.1.p	gene-TAV2_LOCUS23766
13319	Aa31LG9G17190	AT5G38200.1	CARHR214480.1	Carub.0005s1257.1.p	gene-TAV2_LOCUS22604
13320	Aa31LG9G17270	AT5G38070.1	CARHR214670.1	Carub.0005s1236.1.p	gene-TAV2_LOCUS22960
13321	Aa31LG9G17300	AT5G37930.1	CARHR214750.1	Carub.0005s1231.1.p	gene-TAV2_LOCUS23730
13322	Aa31LG9G17310	AT5G37850.1	CARHR214890.1	Carub.0007s3304.1.p	gene-TAV2_LOCUS23428
13323	Aa31LG9G17330	AT5G37830.1	CARHR214920.1	Carub.0007s3301.1.p	gene-TAV2_LOCUS25092
13324	Aa31LG9G17360	AT5G37790.1	CARHR214970.1	Carub.0007s3297.1.p	gene-TAV2_LOCUS24018
13325	Aa31LG9G17380	AT5G37740.2	CARHR215080.1	Carub.0007s3291.1.p	gene-TAV2_LOCUS26004
13326	Aa31LG9G17390	AT5G37770.1	CARHR215040.1	Carub.0007s3293.1.p	gene-TAV2_LOCUS26001
13327	Aa31LG9G17410	AT5G37720.1	CARHR215120.1	Carub.0007s3288.1.p	gene-TAV2_LOCUS26006
13328	Aa31LG9G17420	AT5G37710.1	CARHR215130.1	Carub.0007s3287.1.p	gene-TAV2_LOCUS26008
13329	Aa31LG9G17430	AT5G37690.1	CARHR215140.1	Carub.0007s3286.1.p	gene-TAV2_LOCUS25999
13330	Aa31LG9G17440	AT5G37680.1	CARHR215150.1	Carub.0007s3284.1.p	gene-TAV2_LOCUS25608
13331	Aa31LG9G17460	AT5G37660.2	CARHR215190.1	Carub.0007s3281.1.p	gene-TAV2_LOCUS25613
13332	Aa31LG9G17470	AT5G37630.1	CARHR215230.1	Carub.0007s3279.1.p	gene-TAV2_LOCUS22889
13333	Aa31LG9G17490	AT5G37590.1	CARHR215300.1	Carub.0007s3275.1.p	gene-TAV2_LOCUS24272
13334	Aa31LG9G17500	AT5G37550.1	CARHR215350.1	Carub.0007s3272.1.p	gene-TAV2_LOCUS24268
13335	Aa31LG9G17540	AT5G37530.1	CARHR215380.1	Carub.0007s3270.1.p	gene-TAV2_LOCUS24271
13336	Aa31LG9G17550	AT5G37500.2	CARHR215430.1	Carub.0007s3267.1.p	gene-TAV2_LOCUS24267
13337	Aa31LG9G17560	AT5G37490.1	CARHR215440.1	Carub.0007s3266.1.p	gene-TAV2_LOCUS23890
13338	Aa31LG9G17570	AT5G37480.1	CARHR215460.1	Carub.0007s3265.1.p	gene-TAV2_LOCUS23891
13339	Aa31LG9G17580	AT5G37478.1	CARHR215480.1	Carub.0007s3264.1.p	gene-TAV2_LOCUS23885
13340	Aa31LG9G17610	AT5G37310.2	CARHR215780.1	Carub.0007s3244.1.p	gene-TAV2_LOCUS24244
13341	Aa31LG9G17630	AT5G37370.1	CARHR215720.1	Carub.0007s3249.1.p	gene-TAV2_LOCUS25463
13342	Aa31LG9G17640	AT5G37380.6	CARHR034680.1	Carub.0007s3250.1.p	gene-TAV2_LOCUS25464
13343	Aa31LG9G17650	AT5G37260.1	CARHR215820.1	Carub.0007s3239.1.p	gene-TAV2_LOCUS24666
13344	Aa31LG9G17660	AT5G37180.1	CARHR215880.1	Carub.0007s3237.1.p	gene-TAV2_LOCUS23764
13345	Aa31LG9G17680	AT5G37020.1	CARHR215950.1	Carub.0007s3229.1.p	gene-TAV2_LOCUS23322
13346	Aa31LG9G17700	AT2G05170.1	CARHR103040.1	Carub.0003s2668.1.p	gene-TAV2_LOCUS8816
13347	Aa31LG9G17720	AT5G36970.1	CARHR216120.1	Carub.0007s3222.1.p	gene-TAV2_LOCUS23861
13348	Aa31LG9G17740	AT5G36950.1	CARHR216140.1	Carub.0007s3220.1.p	gene-TAV2_LOCUS23427
13349	Aa31LG9G17760	AT5G36925.1,AT5G36920.1	CARHR216180.1	Carub.0007s3215.1.p	*
13350	Aa31LG9G17770	AT5G36890.1	CARHR216220.1	Carub.0007s3211.1.p	gene-TAV2_LOCUS23863
13351	Aa31LG9G17780	AT5G36710.2,AT5G36800.2	CARHR216380.1	Carub.0007s3205.1.p	*
13352	Aa31LG9G17800	AT1G65430.1	CARHR057090.1	Carub.0002s1116.1.p	gene-TAV2_LOCUS16392
13353	Aa31LG9G17820	AT5G36290.2	CARHR216450.1	Carub.0007s3194.1.p	gene-TAV2_LOCUS25085
13354	Aa31LG9G17830	AT1G65290.1	CARHR056960.1	Carub.0002s1097.1.p	gene-TAV2_LOCUS15348
13355	Aa31LG9G17840	AT5G36260.1	CARHR216480.1	Carub.0007s3192.1.p	gene-TAV2_LOCUS25977
13356	Aa31LG9G17850	AT5G36250.2	CARHR216490.1	Carub.0007s3191.1.p	gene-TAV2_LOCUS25537
13357	Aa31LG9G17860	AT5G35980.1	CARHR216670.1	Carub.0007s3176.1.p	gene-TAV2_LOCUS24122
13358	Aa31LG9G17870	AT4G27640.1	CARHR235340.1	Carub.0007s1321.1.p	gene-TAV2_LOCUS25125
13359	Aa31LG9G17880	AT5G36100.1	CARHR216660.1	Carub.0007s3177.1.p	gene-TAV2_LOCUS24120
13360	Aa31LG9G17900	AT5G36170.1	CARHR216570.1	Carub.0007s3185.1.p	gene-TAV2_LOCUS25530
13361	Aa31LG9G17910	AT5G36210.1	CARHR216560.1	Carub.0007s3188.1.p	gene-TAV2_LOCUS25533
13362	Aa31LG9G17940	AT5G35970.1	CARHR216680.1	Carub.0007s3175.1.p	gene-TAV2_LOCUS24123
13363	Aa31LG9G17950	AT5G35930.4	CARHR216700.1	Carub.0007s3171.1.p	gene-TAV2_LOCUS22719
13364	Aa31LG9G17980	AT5G33320.1	CARHR217060.1	Carub.0007s3069.1.p	gene-TAV2_LOCUS24113
13365	Aa31LG9G18020	AT5G37360.1	CARHR215730.1	Carub.0007s3248.1.p	gene-TAV2_LOCUS23319
13366	Aa31LG9G18030	AT5G32470.1	CARHR217090.1	Carub.0007s3054.1.p	gene-TAV2_LOCUS25439
13367	Aa31LG9G18040	AT5G35910.1	CARHR216730.1	Carub.0007s3168.1.p	gene-TAV2_LOCUS22718
13368	Aa31LG9G18050	AT2G21720.2	CARHR112770.1	Carub.0004s0077.1.p	gene-TAV2_LOCUS13003
13369	Aa31LG9G18060	AT3G62800.1	CARHR173070.1	Carub.0005s2946.1.p	gene-TAV2_LOCUS17267
13370	Aa31LG9G18080	AT4G21865.1	CARHR228620.1	Carub.0007s1951.1.p	gene-TAV2_LOCUS25057
13371	Aa31LG9G18090	AT5G32450.1	CARHR217120.1	Carub.0007s3052.1.p	gene-TAV2_LOCUS9415
13372	Aa31csc1081G20	ATMG00180.1	CARHR282710.1,CARHR288640.1	*	gene-TAV2_LOCUS10650
13373	Aa31csc1081G30	ATCG01110.1,ATMG00510.1	*	*	gene-TAV2_LOCUS9872,gene-TAV2_LOCUS9893
13374	Aa31csc22G30	AT5G47450.1	CARHR173920.1	Carub.0008s0033.1.p	gene-TAV2_LOCUS7052
13375	Aa31csc22G110	AT5G47455.4	CARHR173910.1	Carub.0008s0032.1.p	gene-TAV2_LOCUS7051
13376	Aa31csc22G170	AT5G33300.1	CARHR286840.1	Carub.0007s3070.1.p	gene-TAV2_LOCUS25165
13377	Aa31csc22G210	AT1G08670.1	CARHR008600.1	Carub.0001s0803.1.p	gene-TAV2_LOCUS2202
13378	Aa31csc22G220	AT1G08660.1	CARHR008590.1	Carub.0001s0802.1.p	gene-TAV2_LOCUS2201
13379	Aa31csc239G20	AT2G07715.1,ATMG00560.1	CARHR282930.1	*	gene-TAV2_LOCUS4384
13380	Aa31csc239G90	AT2G07689.1	CARHR283510.1,CARHR288180.1	*	gene-TAV2_LOCUS15118
13381	Aa31csc239G110	AT2G07771.2,ATMG00900.1	CARHR283160.1	*	gene-TAV2_LOCUS12101
13382	Aa31csc271G10	AT3G47390.1	CARHR156030.1	Carub.0005s1348.1.p	gene-TAV2_LOCUS16223
13383	Aa31csc275G30	AT5G48850.1	CARHR182870.1	Carub.0008s0858.1.p	gene-TAV2_LOCUS6495
13384	Aa31csc310G40	AT5G48970.1	CARHR284560.1	Carub.0008s0872.1.p	gene-TAV2_LOCUS5609
13385	Aa31csc39G10	AT5G47310.1	CARHR174080.1	Carub.0008s0046.1.p	gene-TAV2_LOCUS5663
13386	Aa31csc39G20	AT5G47330.1	CARHR174060.1	Carub.0008s0044.1.p	gene-TAV2_LOCUS5050
13387	Aa31csc39G40	AT5G47370.1	CARHR174030.1	Carub.0008s0041.1.p	gene-TAV2_LOCUS5051
13388	Aa31csc39G50	AT5G47380.1	CARHR174000.1	Carub.0008s0040.1.p	gene-TAV2_LOCUS7050
13389	Aa31csc464G50	AT2G07696.1,ATMG01270.1	CARHR283470.1	*	gene-TAV2_LOCUS10651
13390	Aa31csc464G70	AT2G07675.1,ATMG00980.1	CARHR283240.1	*	gene-TAV2_LOCUS12103
13391	Aa31csc553G70	ATMG00580.1	CARHR288310.1	*	gene-TAV2_LOCUS10317,gene-TAV2_LOCUS18273
13392	Aa31csc81G100	AT2G35770.1	CARHR130020.1	Carub.0004s1751.1.p	gene-TAV2_LOCUS12744
13393	Aa31csc822G10	AT2G07691.1,ATMG01310.1	CARHR283500.1	*	gene-TAV2_LOCUS5820
13394	Aa31sc100G10	AT2G25170.3	CARHR116490.1	Carub.0004s0475.1.p	gene-TAV2_LOCUS14537
13395	Aa31sc100G20	AT2G25140.1	CARHR116530.1	Carub.0004s0474.1.p	gene-TAV2_LOCUS14534
13396	Aa31sc102G10	AT2G25320.3	CARHR116200.1	Carub.0004s0499.1.p	gene-TAV2_LOCUS14988
13397	Aa31sc102G50	AT4G32620.2	CARHR240590.1	Carub.0007s0792.1.p	gene-TAV2_LOCUS22780
13398	Aa31sc103G10	AT1G67340.1	CARHR059880.1	Carub.0002s1363.1.p	gene-TAV2_LOCUS16771
13399	Aa31sc104G30	AT3G61470.1	CARHR171810.1	Carub.0005s2816.1.p	gene-TAV2_LOCUS18236
13400	Aa31sc104G40	AT3G07100.1	CARHR081700.1	Carub.0003s0661.1.p	gene-TAV2_LOCUS11784
13401	Aa31sc104G50	AT1G68040.1	CARHR060700.1	Carub.0002s1452.1.p	gene-TAV2_LOCUS18185
13402	Aa31sc1040G10	AT5G35410.1	CARHR261980.1	Carub.0007s3124.1.p	gene-TAV2_LOCUS25777
13403	Aa31sc105G20	AT5G49060.2	CARHR182660.1	Carub.0008s0889.1.p	gene-TAV2_LOCUS6768
13404	Aa31sc105G120	AT5G49120.1	CARHR182620.1	Carub.0008s0892.1.p	gene-TAV2_LOCUS6770
13405	Aa31sc107G20	AT5G35750.1	CARHR216810.1	Carub.0007s3151.1.p	gene-TAV2_LOCUS22725
13406	Aa31sc107G30	AT2G04900.1	CARHR102920.1	Carub.0003s2650.1.p	gene-TAV2_LOCUS11455
13407	Aa31sc1075G20	AT2G25200.1	CARHR116430.1	Carub.0004s0479.1.p	gene-TAV2_LOCUS14541
13408	Aa31sc108G20	AT1G42480.1	CARHR292440.1	Carub.0001s3428.1.p	gene-TAV2_LOCUS24613
13409	Aa31sc108G40	AT1G42470.1	CARHR292420.1	Carub.0001s3427.1.p	gene-TAV2_LOCUS13048
13410	Aa31sc108G90	AT1G45249.6	CARHR036440.1	Carub.0001s3573.1.p	gene-TAV2_LOCUS538
13411	Aa31sc108G100	AT1G45233.2	CARHR036370.1	Carub.0001s3568.1.p	gene-TAV2_LOCUS3869
13412	Aa31sc1084G10	AT3G54120.1	CARHR164000.1	Carub.0005s2071.1.p	gene-TAV2_LOCUS17117
13413	Aa31sc1084G20	AT3G54110.1	CARHR163990.1	Carub.0005s2070.1.p	gene-TAV2_LOCUS17118
13414	Aa31sc109G20	AT1G27850.1	CARHR027310.1	Carub.0001s2631.1.p	gene-TAV2_LOCUS3179
13415	Aa31sc1092G20	AT1G67440.2	CARHR059980.1	Carub.0002s1377.1.p	gene-TAV2_LOCUS17800
13416	Aa31sc110G20	AT1G08640.1	CARHR008550.1	Carub.0001s0800.1.p	gene-TAV2_LOCUS2204
13417	Aa31sc110G40	AT1G08650.1	CARHR008580.1	Carub.0001s0801.1.p	gene-TAV2_LOCUS2205
13418	Aa31sc1106G10	AT1G28110.2	CARHR027580.1	Carub.0001s2654.1.p	gene-TAV2_LOCUS3499
13419	Aa31sc1106G20	AT1G28100.4	CARHR027570.1	Carub.0001s2653.1.p	gene-TAV2_LOCUS3498
13420	Aa31sc1107G10	AT1G08530.1	CARHR008430.1	Carub.0001s0789.1.p	gene-TAV2_LOCUS1174
13421	Aa31sc1117G10	AT1G68150.1	CARHR060830.1	Carub.0002s1463.1.p	gene-TAV2_LOCUS17019
13422	Aa31sc1118G20	AT1G27930.1	CARHR027360.1	Carub.0001s2638.1.p	gene-TAV2_LOCUS1505
13423	Aa31sc112G70	AT4G33920.1	CARHR242010.1	Carub.0007s0651.1.p	gene-TAV2_LOCUS22959
13424	Aa31sc1120G10	AT1G67330.1	CARHR059860.1	Carub.0002s1362.1.p	gene-TAV2_LOCUS16768
13425	Aa31sc113G40	AT1G27752.1	CARHR027270.1	Carub.0001s2627.1.p	gene-TAV2_LOCUS585
13426	Aa31sc113G50	AT1G27760.3	CARHR027280.1	Carub.0001s2628.1.p	gene-TAV2_LOCUS3182
13427	Aa31sc114G20	AT2G38460.3	CARHR133140.1	Carub.0004s2043.1.p	gene-TAV2_LOCUS12584
13428	Aa31sc114G50	AT5G34940.2	CARHR286890.1	Carub.0007s3083.1.p	gene-TAV2_LOCUS23220
13429	Aa31sc114G70	AT2G38470.1	CARHR133160.1	Carub.0004s2045.1.p	gene-TAV2_LOCUS14137
13430	Aa31sc114G80	AT2G38480.1	CARHR133170.1	Carub.0004s2046.1.p	gene-TAV2_LOCUS12582
13431	Aa31sc114G90	AT3G54450.1	CARHR164350.1	Carub.0005s2107.1.p	gene-TAV2_LOCUS18204
13432	Aa31sc115G70	AT1G54350.1	CARHR046020.1	Carub.0001s4482.1.p	gene-TAV2_LOCUS2258
13433	Aa31sc118G50	AT5G47500.1	CARHR173850.1	Carub.0008s0027.1.p	gene-TAV2_LOCUS7104
13434	Aa31sc118G60	AT5G47510.4	CARHR173840.1	Carub.0008s0026.1.p	gene-TAV2_LOCUS7103
